Desc Bibliothèque;Desc Statut Exemplaire;ID Statut Exemplaire;Titre;No de Notice BIB;Desc4;Desc5;Auteur;Date Publication;Desc Format
BU St-Jean;En rayon;18;Dossiers incontournables;408663;PPN198359071;;Galland, Joris;2017;Books
BU St-Jean;En rayon;18;Dossiers indifférenciés;145440;PPN142496308;;Montvuagnard, Thibaut (1985-....);2010;Books
BU St-Jean;En rayon;18;Dossiers indifférenciés;149820;PPN144149648;;Adam, Nicolas;2010;Books
BU St-Jean;En rayon;18;Dossiers indifférenciés;342215;PPN177333642;;Christen, Jacques-Robert;2014;Books
BU St-Jean;En rayon;18;Dossiers progressifs;425313;PPN23397573X;;Tikvesa, Dino;2019;Books
BU St-Jean;En rayon;18;Dossiers transversaux;314245;PPN159738687;;Jouffroy, Romain (1978-....);2012;Books
BU St-Jean;En rayon;18;Dossiers transversaux;350530;PPN172462495;;Figuères, Marie-Lucile (1985-....);2013;Books
BU St-Jean;En rayon;18;Dossiers transversaux;352762;PPN175160910;;Mauz, Natacha;2013;Books
BU St-Jean;En rayon;18;Dossiers transversaux;355948;PPN183559274;;Wurtz, Mathieu;2014;Books
BU St-Jean;En rayon;18;Dossiers transversaux;398698;PPN191878960;;Giltaire, Agathe;2016;Books
BU St-Jean;En rayon;18;Dossiers transversaux;405929;PPN194457214;;Rochoy, Michaël;2016;Books
BU St-Jean;En rayon;18;Dossiers transversaux;416152;PPN224418440;;Ortoli, Manon;2018;Books
BU St-Jean;En rayon;18;Douleur Handicap;351968;PPN177151765;;Conan, Camille;2014;Books
BU St-Jean;En rayon;18;Douleur, soins palliatifs et accompagnement;346381;PPN178100196;;Société française d'étude et de traitement de la douleur;2014;Books
BU St-Jean;En rayon;18;Douleur, soins palliatifs et accompagnement;405906;PPN194961729;;Société française d'étude et de traitement de la douleur;2016;Books
BU St-Jean;En rayon;18;Douleur, soins palliatifs et accompagnement;424882;PPN233424725;;Société française d'étude et de traitement de la douleur;2019;Books
BU St-Jean;En rayon;18;Douleurs, soins palliatifs, deuils;324888;PPN163643636;;;2012;Books
BU St-Jean;En rayon;18;Douleurs, soins palliatifs, deuils, éthique;422278;PPN230756158;;;2018;Books
BU St-Jean;En rayon;18;ECG;399111;PPN190672854;;Pioche, Pierre-Antoine (1990-....);2015;Books
BU St-Jean;En rayon;18;ECN;153119;PPN144653052;;Guiol, Julien;2010;Books
BU St-Jean;En rayon;18;ECN 2010;268471;PPN146406583;;;2010;Books
BU St-Jean;En rayon;18;ECN 2011;306216;PPN154809969;;;2011;Books
BU St-Jean;En rayon;18;ECN 2012;324890;PPN163649839;;Coustet, Baptiste;2012;Books
BU St-Jean;En rayon;18;ECN 2015;352733;PPN182494969;;Pezel, Théo;2014;Books
BU St-Jean;En rayon;18;ECN mode d'emploi;324889;PPN164277323;;Hunsinger, Vincent;2012;Books
BU St-Jean;En rayon;18;ECN médoc;270902;PPN137545185;;Visseaux, Claire (1983-....);2009;Books
BU St-Jean;En rayon;18;ECN tout en un;352732;PPN182354512;;Weisenburger-Lile, David;2014;Books
BU St-Jean;En rayon;18;ECN.Pilly;411105;PPN20399647X;;Pilly, E.;2017;Books
BU St-Jean;En rayon;18;ECNi;417463;PPN225586827;;;2018;Books
BU St-Jean;En rayon;18;ECNi;422206;PPN22964564X;;;2018;Books
BU St-Jean;En rayon;18;ECNi;430377;PPN236201697;;;2019;Books
BU St-Jean;En rayon;18;ECNi, épreuve TCS;361045;PPN188119949;;Sibert, Louis (1956-....);2015;Books
BU St-Jean;En rayon;18;Electro-cardiogramme;268444;PPN139535608;;Courand, Pierre-Yves (1979-....);2010;Books
BU St-Jean;En rayon;18;Electrocardiogramme;139922;PPN140729682;;Courand, Pierre-Yves (1979-....);2010;Books
BU St-Jean;En rayon;18;Electrocardiogramme;340734;PPN176444351;;Debry, Nicolas (1985-....);2014;Books
BU St-Jean;En rayon;18;Electrocardiogramme;340777;PPN176189033;;Roche, Nicolas-Charles (1982-....);2013;Books
BU St-Jean;En rayon;18;Electrocardiogramme;342214;PPN177317221;;Debry, Nicolas (1985-....);2014;Books
BU St-Jean;En rayon;18;Endocrinologie;112799;PPN130986828;;Gwet, Bell Beya;2009;Books
BU St-Jean;En rayon;18;Endocrinologie;139193;PPN142494402;;Huber, Arthur (1986-....);2010;Books
BU St-Jean;En rayon;18;Endocrinologie;152531;PPN14371015X;;Porta, Basile (1985-....);2010;Books
BU St-Jean;En rayon;18;Endocrinologie;353001;PPN182402525;;Juttet, Pauline;2014;Books
BU St-Jean;En rayon;18;Endocrinologie métabolique diabétologie en 1000 questions isolées;412573;PPN200751506;;Julla, Jean-Baptiste;2017;Books
BU St-Jean;En rayon;18;Endocrinologie nutrition;355178;PPN184138639;;Cherruault, Marlène;2015;Books
BU St-Jean;En rayon;18;Endocrinologie, diabète, nutrition;341195;PPN175874735;;Ghanassia, Édouard;2013;Books
BU St-Jean;En rayon;18;Endocrinologie, diabète-nutrition;112637;PPN129568317;;Ghanassia, Édouard;2009;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie;331746;PPN16827731X;;Gremeaux-Funck-Brentano, Elisa (1981-….);2013;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie et maladies métaboliques;404398;PPN196210259;;;2016;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie et nutrition;354874;PPN183609735;;Chevalier, Nicolas (1977-....);2015;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie, nutrition;107974;PPN126886326;;;2008;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie, nutrition;269493;PPN147451159;;Buffet, Camille (1983-....);2010;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie, nutrition;277280;PPN14923791X;;Moya, L.;2010;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie, nutrition;277372;PPN149287135;;Etienney, Arnaud;2010;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie, nutrition;277634;PPN149687117;;Kharcha, F.;2011;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie, nutrition;311995;PPN157425258;;Etancelin, Mathilde (1987-....);2011;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie, nutrition;329496;PPN165774045;;Carayrade, Noëlle;2012;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie, nutrition;337783;PPN172787769;;Bravetti, Stéphanie (1986-....);2013;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie, nutrition;352769;PPN175161429;;Garzaro, Margaux;2013;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie, nutrition;356809;PPN184391180;;Teyssier, Yann;2015;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie, nutrition;361042;PPN188111905;;Orfeuvre, Émilie;2015;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie, nutrition;411133;PPN204005396;;Douet, Killian;2017;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie, nutrition en 1000 QROC;398248;PPN191729906;;Carlier, Aurélie;2016;Books
BU St-Jean;En rayon;18;Endocrinologie, diabétologie, nutrition, dermatologie, vénérologie;338335;PPN16998740X;;Haïne, Elsa (1987-....);2013;Books
BU St-Jean;En rayon;18;Endocrinologie, métabolisme, néphrologie, urologie;143166;PPN142519294;;Bienaimé, Frank (1977-....);2010;Books
BU St-Jean;En rayon;18;Endocrinologie, nutrition;306801;PPN15358498X;;Ghanassia, Édouard;2011;Books
BU St-Jean;En rayon;18;Endocrinologie, nutrition;351199;PPN179015095;;Fischer-Ghanassia, Patricia (1975-....);2014;Books
BU St-Jean;En rayon;18;Endocrinologie, nutrition, hépato-gastro-entérologie, chirurgie viscérale;426709;PPN234596414;;Dana, Ophélie;2019;Books
BU St-Jean;En rayon;18;Endocrinologie, nutrition, métabolisme;268460;PPN144905655;;Ouzounian, Sophie (1977-....);2010;Books
BU St-Jean;En rayon;18;Endocrinologie, nutrition, rhumatologie, médecine interne;417476;PPN223407143;;Mertz, Philippe;2017;Books
BU St-Jean;En rayon;18;Endocrinologie-Diabétologie-Nutrition 9ème édition;425643;;;;0;Books
BU St-Jean;En rayon;18;Entraînement en anglais à la LCA;422840;PPN230885845;;Pezel, Théo;2018;Books
BU St-Jean;En rayon;18;Entraînement à la LCA pour le nouveau concours ECNi;404390;PPN195248120;;Pezel, Théo;2016;Books
BU St-Jean;En rayon;18;Etiologies et facteurs de risque;422843;PPN230468888;;Laurent, Jérémy (1986-....);2018;Books
BU St-Jean;En rayon;18;Etude et gestion du multilinguisme pour le développement dans l'espace francophone;80402;PPN109286642;;Centre d'étude des plurilinguismes (Nice);0;Books
BU St-Jean;En rayon;18;Etude et gestion du multilinguisme pour le développement dans l'espace francophone;80407;PPN109290623;;Centre d'étude des plurilinguismes;1991;Books
BU St-Jean;En rayon;18;Examens biologiques;277718;PPN149702965;;Sellam, A.;2010;Books
BU St-Jean;En rayon;18;Examens biologiques;417467;PPN225673835;;Sellam, A.;2018;Books
BU St-Jean;En rayon;18;Examens biologiques aux ECN;140220;PPN140067175;;Lecler, Augustin;2009;Books
BU St-Jean;En rayon;18;Examens biologiques iECN;404775;PPN196256356;;Pioche, Pierre-Antoine (1990-....);2016;Books
BU St-Jean;En rayon;18;Examens complémentaires;311996;PPN157555739;;Bravetti, Stéphanie (1986-....);2011;Books
BU St-Jean;En rayon;18;Examens complémentaires aux ECN;324902;PPN164293175;;Bravetti, Stéphanie (1986-....);2012;Books
BU St-Jean;En rayon;18;Examens complémentaires aux ECN;337736;PPN17181651X;;Fayssoil, Abdallah (1975-....);2013;Books
BU St-Jean;En rayon;18;Explorations fonctionnelles respiratoires aux ECN;143180;PPN142797928;;;2010;Books
BU St-Jean;En rayon;18;Explorations fonctionnelles respiratoires aux ECN;412494;PPN202446549;;;2017;Books
BU St-Jean;En rayon;18;Faire la différence;417473;PPN223960691;;Forté, Valentine;2018;Books
BU St-Jean;En rayon;18;Faites la différence aux ECNi;351155;PPN181732122;;Berthet, Geoffrey;2014;Books
BU St-Jean;En rayon;18;Familles maghrébines immigrées : transmission intergénérationelle, redéfinitions identitaires e;80399;PPN109283007;;Hily, Marie-AntoinetteCentre de recherches sur la socialisation, l'interaction et les identités soc;1996;Books
BU St-Jean;En rayon;18;Fiches Gynécologie-obstétrique;425622;PPN233603379;;;2019;Books
BU St-Jean;En rayon;18;Fiches ORL;422783;PPN231555717;;;2018;Books
BU St-Jean;En rayon;18;Guide complet de l'ECG;269998;PPN148121349;;;2010;Books
BU St-Jean;En rayon;18;Guide d'étude d'anthropologie de l'alimentation;185934;PPN000615242;;Raybaut, Paul;1977;Books
BU St-Jean;En rayon;18;Guide de survie à l'ECN;351910;PPN179462873;;Paillassa, Jérôme;2014;Books
BU St-Jean;En rayon;18;Guide pratique de l'ECG;127580;PPN135473691;;Sende, Jean;2009;Books
BU St-Jean;En rayon;18;Gynécologie;270856;PPN140883878;;;2010;Books
BU St-Jean;En rayon;18;Gynécologie;351899;PPN180878328;;Barjat, Tiphaine (1983-);2014;Books
BU St-Jean;En rayon;18;Gynécologie;417462;PPN225227460;;Canlorbe, Geoffroy (1981-....);2018;Books
BU St-Jean;En rayon;18;Gynécologie et obstétrique;351166;PPN18089918X;;Canlorbe, Geoffroy (1981-....);2014;Books
BU St-Jean;En rayon;18;Gynécologie obstétrique;357663;PPN182490858;;Benoît, Louise;2014;Books
BU St-Jean;En rayon;18;Gynécologie obstétrique;361036;PPN188097295;;Benoît, Louise;2015;Books
BU St-Jean;En rayon;18;Gynécologie obstétrique;408653;PPN199125821;;Courbière, Blandine (1975-....);2017;Books
BU St-Jean;En rayon;18;Gynécologie obstétrique;412502;PPN20169171X;;Vandroz, Élodie;2017;Books
BU St-Jean;En rayon;18;Gynécologie obstétrique;425352;PPN230532241;;Sibony, Olivier;2018;Books
BU St-Jean;En rayon;18;Gynécologie obstétrique en 1000 QROC;352735;PPN180553283;;Bonneau, Claire;2014;Books
BU St-Jean;En rayon;18;Gynécologie obstétrique, pédiatrie;426716;PPN234596600;;Dana, Ophélie;2019;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;108739;PPN12806854X;;Bernard, Pierre (1937-....);2008;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;126866;PPN136511260;;Chereau, Élisabeth;2009;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;152510;PPN143139061;;Gaudin, S.;2010;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;268468;PPN139443916;;Dray, Géraldine;2009;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;269090;PPN146871456;;Lamazou, Frédéric;2010;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;277160;PPN149884184;;Lecouturier, Karen (1985-....);2010;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;277374;PPN149288565;;Hochart, A.;2010;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;306533;PPN15248700X;;Lebreton, Clément (1984-...);2011;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;309805;PPN156840812;;Grange, Joséphine;2011;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;324982;PPN163953252;;Poujade, Olivier (1973-....);2012;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;329513;PPN165840145;;Marron-Wojewodzki, Marie (1988-....);2012;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;331755;PPN168276585;;Fievet, Adèle (1987-....);2013;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;336433;PPN172299896;;Gueudry, Pauline;2013;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;337781;PPN172786150;;Campin Queinnec, Laëtitia (1983-....);2013;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;338315;PPN170022544;;Gueudry, Pauline;2013;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;340751;PPN17603644X;;Dayan, Romain;2013;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;340789;PPN177312424;;Dayan, Romain;2014;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;349631;PPN180551671;;Courbière, Blandine (1975-....);2014;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;351914;PPN178870889;;Poujade, Olivier (1973-....);2014;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;352739;PPN181814080;;Hamoud, Yasmine;2014;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;356805;PPN184541840;;;2015;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;357582;PPN183985648;;Frère, Antoine (1989-....);2015;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;395230;PPN189000090;;Courbière, Blandine (1975-....);2015;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;397878;PPN191602361;;Vanspranghels, Roxane;2016;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;401167;PPN193378868;;Hourbracq, Mélissa (1977-....);2016;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;404795;PPN194992179;;Courbière, Blandine;2016;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;424884;PPN232116792;;;2018;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique;425344;PPN233505180;;Poujade, Olivier (1973-....);2018;Books
BU St-Jean;En rayon;18;Gynécologie, obstétrique, néphrologie, urologie;418811;PPN220490546;;Gavoille, Antoine (19..-....) (interne en médecine);2018;Books
BU St-Jean;En rayon;18;Gynécologie-obstétrique;350523;PPN178182974;;Choux, Cécile;2014;Books
BU St-Jean;En rayon;18;Gynécologie-obstétrique;395237;PPN188394338;;Pirot, Florie;2015;Books
BU St-Jean;En rayon;18;Gynécologie-obstétrique;407776;PPN199254966;;;2017;Books
BU St-Jean;En rayon;18;Gynécologie-obstétrique;408657;PPN198587627;;Cagnat-Gruden, Justine (1980-....);2017;Books
BU St-Jean;En rayon;18;Gériatrie;139918;PPN140587454;;;2010;Books
BU St-Jean;En rayon;18;Gériatrie;266201;PPN144740516;;Alechinsky, L.;2010;Books
BU St-Jean;En rayon;18;Gériatrie;270998;PPN137815158;;Dondelinger, René (1973-....);2009;Books
BU St-Jean;En rayon;18;Gériatrie;280196;PPN149639023;;Lacrampe, Olivier;2011;Books
BU St-Jean;En rayon;18;Gériatrie;309193;PPN152499733;;Lebreton, Clément;2011;Books
BU St-Jean;En rayon;18;Gériatrie;324986;PPN163835586;;Huber, Arthur (1986-....);2012;Books
BU St-Jean;En rayon;18;Gériatrie;324992;PPN163842256;;Dondelinger, René (1973-....);2012;Books
BU St-Jean;En rayon;18;Gériatrie;329369;PPN165933852;;Achille, Aurélie (1986-....);2012;Books
BU St-Jean;En rayon;18;Gériatrie;331754;PPN168277867;;Faroux, Laurent;2013;Books
BU St-Jean;En rayon;18;Gériatrie;336452;PPN172300215;;Vandenberghe, D'Arcy;2013;Books
BU St-Jean;En rayon;18;Gériatrie;349626;PPN180903489;;Mézière, Anthony (1981-....);2014;Books
BU St-Jean;En rayon;18;Gériatrie;351905;PPN180630466;;Gastaldi, Pauline;2014;Books
BU St-Jean;En rayon;18;Gériatrie;352194;PPN181662590;;;2014;Books
BU St-Jean;En rayon;18;Gériatrie;352851;PPN174984871;;Ferrière, Elsa;2013;Books
BU St-Jean;En rayon;18;Gériatrie;354877;PPN18364042X;;Vogel, Thomas (1969-....);2015;Books
BU St-Jean;En rayon;18;Gériatrie;355180;PPN184137578;;Cherruault, Marlène;2015;Books
BU St-Jean;En rayon;18;Gériatrie;356806;PPN184392187;;Saint-Cricq, Morgane;2015;Books
BU St-Jean;En rayon;18;Gériatrie;360459;PPN18809797X;;Saint-Cricq, Morgane;2015;Books
BU St-Jean;En rayon;18;Gériatrie;394777;PPN188811869;;Moulias, Sophie;2015;Books
BU St-Jean;En rayon;18;Gériatrie;405946;PPN194459330;;;2016;Books
BU St-Jean;En rayon;18;Gériatrie;422778;PPN231844492;;;2018;Books
BU St-Jean;En rayon;18;Gériatrie;426707;PPN234440805;;Boully, Clémence (1982-....);2019;Books
BU St-Jean;En rayon;18;Gériatrie, module 5;270845;PPN147653444;;Seguro, F.;2010;Books
BU St-Jean;En rayon;18;Gériatrie, module 5;331748;PPN168193116;;Maheux, Anna;2013;Books
BU St-Jean;En rayon;18;Gériatrie, vieillissement;338274;PPN170711781;;Moulin, Cindy;2013;Books
BU St-Jean;En rayon;18;Gériatrie, vieillissement, module 5;277377;PPN149283199;;Chapelière, Sophie;2010;Books
BU St-Jean;En rayon;18;HGE, endocrinologie, nutrition;418817;PPN220489726;;Gavoille, Antoine (19..-....) (interne en médecine);2017;Books
BU St-Jean;En rayon;18;Handicap douleur;404794;PPN194978419;;Doriot, Aline;2016;Books
BU St-Jean;En rayon;18;Handicap douleur, mort, soins palliatifs, accompagnement, anesthésie, médecine du travail, médeci;417471;PPN224787888;;Mertz, Philippe;2018;Books
BU St-Jean;En rayon;18;Handicap douleur, soins palliatifs et accompagnement;411134;PPN204005728;;Allignet, Benoît;2017;Books
BU St-Jean;En rayon;18;Handicap, douleur;126872;PPN136735983;;Miale, Stéphane;2009;Books
BU St-Jean;En rayon;18;Handicap, douleur;277159;PPN150010052;;Turpin, Anthony (1987-....);2010;Books
BU St-Jean;En rayon;18;Handicap, douleur, soins palliatifs & accompagnement;355949;PPN183982754;;Letich, H.;2015;Books
BU St-Jean;En rayon;18;Handicap, douleurs, soins palliatifs;404393;PPN195775996;;Laurent, Jérémy (1986-....);2016;Books
BU St-Jean;En rayon;18;Handicap, incapacité, dépendance;324905;PPN164287868;;;2012;Books
BU St-Jean;En rayon;18;Handicap, vieillissement, douleur;329499;PPN165863994;;Gaxatte, Cédric (1975-....);2012;Books
BU St-Jean;En rayon;18;Hepato-gastro-enterologie;355090;PPN183992156;;Balian, Axel;2014;Books
BU St-Jean;En rayon;18;Hématologie;113256;PPN130319953;;Karlin, Lionel (1978-....);2008;Books
BU St-Jean;En rayon;18;Hématologie;137823;PPN137425074;;Bachy, Emmanuel;2009;Books
BU St-Jean;En rayon;18;Hématologie;266715;PPN145175413;;Harel, Stéphanie;2010;Books
BU St-Jean;En rayon;18;Hématologie;270848;PPN147684994;;Le Reun, Bérénice;2010;Books
BU St-Jean;En rayon;18;Hématologie;270857;PPN142320358;;Rubio, Marie-Thérèse;2010;Books
BU St-Jean;En rayon;18;Hématologie;306217;PPN154740934;;Bachy, Emmanuel;2011;Books
BU St-Jean;En rayon;18;Hématologie;309194;PPN152486488;;Lebreton, Clément;2011;Books
BU St-Jean;En rayon;18;Hématologie;314445;PPN159018269;;Boutboul, David;2012;Books
BU St-Jean;En rayon;18;Hématologie;331749;PPN168277603;;Lemoine, Mathilde (1989-....);2013;Books
BU St-Jean;En rayon;18;Hématologie;349628;PPN180899678;;Sujobert, Pierre (1981-....);2014;Books
BU St-Jean;En rayon;18;Hématologie;350276;PPN181011751;;;2014;Books
BU St-Jean;En rayon;18;Hématologie;351960;PPN179250477;;Delagrèvrerie, Héloïse;2014;Books
BU St-Jean;En rayon;18;Hématologie;351979;PPN176615504;;Bachy, Emmanuel;2014;Books
BU St-Jean;En rayon;18;Hématologie;358938;PPN185418171;;Boussen, Inès;2015;Books
BU St-Jean;En rayon;18;Hématologie;360427;PPN18825692X;;Bachy, Emmanuel;2015;Books
BU St-Jean;En rayon;18;Hématologie;398696;PPN191879622;;Corbaux, Pauline;2016;Books
BU St-Jean;En rayon;18;Hématologie;404789;PPN194975533;;Bachy, Emmanuel;2016;Books
BU St-Jean;En rayon;18;Hématologie;405947;PPN194463435;;Rossi, Cédric;2016;Books
BU St-Jean;En rayon;18;Hématologie;406954;PPN198052537;;Buchonnet, Gérard (1967-....);2017;Books
BU St-Jean;En rayon;18;Hématologie;407778;PPN199220786;;Chamard Champliaud, Ugo;2017;Books
BU St-Jean;En rayon;18;Hématologie;422282;PPN228323517;;;2018;Books
BU St-Jean;En rayon;18;Hématologie - Transfusion;409299;PPN200541080;;Bernard, Sophie (1985-....);2017;Books
